"Country.Name","Program.Name","FY2010"
"Lesotho","Other Active Grant Programs",1494010
"Lesotho","Other Food Aid Programs",NA
"Lesotho","Other State Assistance",65602
"Lesotho","Other USAID Assistance",NA
"Lesotho","Peace Corps",2014000
"Lesotho","Title II",NA
"Liberia","Child Survival and Health",NA
"Liberia","Development Assistance",2434806
"Liberia","Economic Support Fund/Security Support Assistance",174402810
"Liberia","Food For Education",5643660
"Liberia","Global HIV/AIDS Initiative",NA
"Liberia","Global Health and Child Survival",34672199
"Liberia","Inactive Programs",NA
"Liberia","Migration and Refugee Assistance",757110
"Liberia","Millennium Challenge Corporation",15142683
"Liberia","Narcotics Control",9199030
"Liberia","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Liberia","Other Active Grant Programs",2114284
"Liberia","Other Food Aid Programs",NA
"Liberia","Other State Assistance",542930
"Liberia","Other USAID Assistance",8341048
"Liberia","Peace Corps",2084300
"Liberia","Title I",NA
"Liberia","Title II",13949700
"Liberia","Voluntary Contributions to Multilateral Organizations, Total",NA
"Libya","Economic Support Fund/Security Support Assistance",NA
"Libya","Inactive Programs",NA
"Libya","Narcotics Control",NA
"Libya","Nonproliferation, Anti-Terrorism, Demining and Related",922139
"Libya","Other Active Grant Programs",22647429
"Libya","Other State Assistance",258400
"Libya","Other USAID Assistance",NA
"Libya","Peace Corps",NA
"Libya","Title II",NA
"Lithuania","Department of Defense Security Assistance",NA
"Lithuania","Narcotics Control",NA
"Lithuania","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Lithuania","Other Active Grant Programs",1049098
"Lithuania","Other State Assistance",NA
"Lithuania","Other USAID Assistance",NA
"Lithuania","Peace Corps",NA
"Lithuania","Title I",NA
"Macedonia, Former Yugoslav Republic","Child Survival and Health",NA
"Macedonia, Former Yugoslav Republic","Department of Defense Security Assistance",NA
"Macedonia, Former Yugoslav Republic","Development Assistance",3605837
"Macedonia, Former Yugoslav Republic","Economic Support Fund/Security Support Assistance",697730
"Macedonia, Former Yugoslav Republic","Migration and Refugee Assistance",NA
"Macedonia, Former Yugoslav Republic","Narcotics Control",2420000
"Macedonia, Former Yugoslav Republic","Nonproliferation, Anti-Terrorism, Demining and Related",525292
"Macedonia, Former Yugoslav Republic","Other Active Grant Programs",243019
"Macedonia, Former Yugoslav Republic","Other Food Aid Programs",NA
"Macedonia, Former Yugoslav Republic","Other State Assistance",423650
"Macedonia, Former Yugoslav Republic","Other USAID Assistance",22714516
"Macedonia, Former Yugoslav Republic","Other USDA Assistance",NA
"Macedonia, Former Yugoslav Republic","Peace Corps",2197000
"Macedonia, Former Yugoslav Republic","Title I",NA
"Macedonia, Former Yugoslav Republic","Title II",NA
"Madagascar","Child Survival and Health",NA
"Madagascar","Department of Defense Security Assistance",NA
"Madagascar","Development Assistance",5932037
"Madagascar","Economic Support Fund/Security Support Assistance",NA
"Madagascar","Food For Education",NA
"Madagascar","Global HIV/AIDS Initiative",NA
"Madagascar","Global Health and Child Survival",46854942
"Madagascar","Millennium Challenge Corporation",251137
"Madagascar","Narcotics Control",NA
"Madagascar","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Madagascar","Other Active Grant Programs",776156
"Madagascar","Other Food Aid Programs",NA
"Madagascar","Other State Assistance",NA
"Madagascar","Other USAID Assistance",4552511
"Madagascar","Other USDA Assistance",NA
"Madagascar","Peace Corps",2179200
"Madagascar","Title I",NA
"Madagascar","Title II",20847900
"Malawi","Child Survival and Health",NA
"Malawi","Department of Defense Security Assistance",NA
"Malawi","Development Assistance",32542266
"Malawi","Economic Support Fund/Security Support Assistance",NA
"Malawi","Food For Education",NA
"Malawi","Global HIV/AIDS Initiative",165597
"Malawi","Global Health and Child Survival",119309522
"Malawi","Migration and Refugee Assistance",5e+05
"Malawi","Millennium Challenge Corporation",12284814
"Malawi","Narcotics Control",NA
"Malawi","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Malawi","Other Active Grant Programs",5057290
"Malawi","Other Food Aid Programs",NA
"Malawi","Other State Assistance",NA
"Malawi","Other USAID Assistance",8796459
"Malawi","Other USDA Assistance",6000
"Malawi","Peace Corps",2571000
"Malawi","Title I",7760809
"Malawi","Title II",18072100
"Malaysia","Department of Defense Security Assistance",44458
"Malaysia","Economic Support Fund/Security Support Assistance",NA
"Malaysia","Migration and Refugee Assistance",1052700
"Malaysia","Narcotics Control",NA
"Malaysia","Nonproliferation, Anti-Terrorism, Demining and Related",2909670
"Malaysia","Other Active Grant Programs",28266617
"Malaysia","Other State Assistance",1299922
"Malaysia","Other USAID Assistance",NA
"Malaysia","Other USDA Assistance",58186
"Malaysia","Peace Corps",NA
"Malaysia","Title II",NA
"Maldives","Development Assistance",13100
"Maldives","Narcotics Control",NA
"Maldives","Nonproliferation, Anti-Terrorism, Demining and Related",3e+05
"Maldives","Other Active Grant Programs",642666
"Maldives","Other State Assistance",NA
"Maldives","Other USAID Assistance",NA
"Maldives","Title I",NA
"Mali","Child Survival and Health",NA
"Mali","Department of Defense Security Assistance",77800
"Mali","Development Assistance",57182023
"Mali","Economic Support Fund/Security Support Assistance",1600000
"Mali","Food For Education",923399
"Mali","Global HIV/AIDS Initiative",NA
"Mali","Global Health and Child Survival",48167321
"Mali","Migration and Refugee Assistance",NA
"Mali","Millennium Challenge Corporation",24032739
"Mali","Narcotics Control",3e+05
"Mali","Nonproliferation, Anti-Terrorism, Demining and Related",1338608
"Mali","Other Active Grant Programs",5734164
"Mali","Other Food Aid Programs",1211004
"Mali","Other State Assistance",NA
"Mali","Other USAID Assistance",5242715
"Mali","Peace Corps",5836900
"Mali","Title I",4280804
"Mali","Title II",10357200
"Malta","Economic Support Fund/Security Support Assistance",NA
"Malta","Nonproliferation, Anti-Terrorism, Demining and Related",23525
"Malta","Other Active Grant Programs",25938
"Malta","Other USAID Assistance",NA
"Malta","Peace Corps",NA
"Malta","Title II",NA
"Marshall Islands","Development Assistance",256112
"Marshall Islands","Economic Support Fund/Security Support Assistance",NA
"Marshall Islands","Other Active Grant Programs",67836000
"Marshall Islands","Other State Assistance",22916
"Marshall Islands","Other USAID Assistance",6956
"Mauritania","Department of Defense Security Assistance",NA
"Mauritania","Development Assistance",550000
"Mauritania","Economic Support Fund/Security Support Assistance",11333
"Mauritania","Migration and Refugee Assistance",2899420
"Mauritania","Millennium Challenge Corporation",NA
"Mauritania","Nonproliferation, Anti-Terrorism, Demining and Related",2004767
"Mauritania","Other Active Grant Programs",2249229
"Mauritania","Other Food Aid Programs",NA
"Mauritania","Other State Assistance",247169
"Mauritania","Other USAID Assistance",NA
"Mauritania","Peace Corps",1482600
"Mauritania","Title I",NA
"Mauritania","Title II",5804100
"Mauritius","Development Assistance",66355
"Mauritius","Economic Support Fund/Security Support Assistance",NA
"Mauritius","Narcotics Control",NA
"Mauritius","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Mauritius","Other Active Grant Programs",257345
"Mauritius","Other Food Aid Programs",NA
"Mauritius","Other State Assistance",NA
"Mauritius","Other USAID Assistance",NA
"Mauritius","Peace Corps",NA
"Mauritius","Title I",NA
"Mauritius","Title II",NA
"Mexico","Child Survival and Health",NA
"Mexico","Department of Defense Security Assistance",NA
"Mexico","Development Assistance",12447750
"Mexico","Economic Support Fund/Security Support Assistance",30363031
"Mexico","Global Health and Child Survival",3694816
"Mexico","Inactive Programs",NA
"Mexico","Migration and Refugee Assistance",NA
"Mexico","Narcotics Control",531814917
"Mexico","Nonproliferation, Anti-Terrorism, Demining and Related",4260407
"Mexico","Other Active Grant Programs",32402692
"Mexico","Other Food Aid Programs",NA
"Mexico","Other State Assistance",1581097
"Mexico","Other USAID Assistance",3594499
"Mexico","Other USDA Assistance",149851
"Mexico","Peace Corps",1944400
"Mexico","Title I",NA
"Mexico","Title II",NA
"Micronesia (Federated States of)","Development Assistance",465000
"Micronesia (Federated States of)","Economic Support Fund/Security Support Assistance",NA
"Micronesia (Federated States of)","Other Active Grant Programs",105906257
"Micronesia (Federated States of)","Other State Assistance",NA
"Micronesia (Federated States of)","Peace Corps",1633700
"Middle East & North Africa (not specified)","Child Survival and Health",NA
"Middle East & North Africa (not specified)","Department of Defense Security Assistance",NA
"Middle East & North Africa (not specified)","Development Assistance",982270
"Middle East & North Africa (not specified)","Economic Support Fund/Security Support Assistance",29574712
"Middle East & North Africa (not specified)","Migration and Refugee Assistance",280925741
"Middle East & North Africa (not specified)","Narcotics Control",31903
"Middle East & North Africa (not specified)","Nonproliferation, Anti-Terrorism, Demining and Related",42193138
"Middle East & North Africa (not specified)","Other Active Grant Programs",360713
"Middle East & North Africa (not specified)","Other State Assistance",1310633
"Middle East & North Africa (not specified)","Other USAID Assistance",7142564
"Middle East & North Africa (not specified)","Other USDA Assistance",44690
"Middle East & North Africa (not specified)","Peace Corps",NA
"Middle East & North Africa (not specified)","Title II",1600000
"Moldova","Child Survival and Health",NA
"Moldova","Department of Defense Security Assistance",NA
"Moldova","Development Assistance",NA
"Moldova","Economic Support Fund/Security Support Assistance",1500000
"Moldova","Food For Education",NA
"Moldova","Migration and Refugee Assistance",NA
"Moldova","Millennium Challenge Corporation",271553794
"Moldova","Narcotics Control",1472374
"Moldova","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Moldova","Other Active Grant Programs",1088227
"Moldova","Other Food Aid Programs",NA
"Moldova","Other State Assistance",5058950
"Moldova","Other USAID Assistance",24125509
"Moldova","Other USDA Assistance",117000
"Moldova","Peace Corps",2634800
"Moldova","Title I",NA
"Mongolia","Child Survival and Health",NA
"Mongolia","Development Assistance",7500000
"Mongolia","Economic Support Fund/Security Support Assistance",13500000
"Mongolia","Migration and Refugee Assistance",NA
"Mongolia","Millennium Challenge Corporation",199554046
"Mongolia","Narcotics Control",NA
"Mongolia","Nonproliferation, Anti-Terrorism, Demining and Related",457904
"Mongolia","Other Active Grant Programs",7914208
"Mongolia","Other Food Aid Programs",NA
"Mongolia","Other State Assistance",1581769
"Mongolia","Other USAID Assistance",2487059
"Mongolia","Other USDA Assistance",4005
"Mongolia","Peace Corps",2369400
"Mongolia","Title I",NA
"Mongolia","Title II",NA
"Montenegro","Department of Defense Security Assistance",NA
"Montenegro","Development Assistance",NA
"Montenegro","Economic Support Fund/Security Support Assistance",295977
"Montenegro","Narcotics Control",1238780
"Montenegro","Nonproliferation, Anti-Terrorism, Demining and Related",1421208
"Montenegro","Other Active Grant Programs",181586
"Montenegro","Other State Assistance",25000
"Montenegro","Other USAID Assistance",9557600
"Morocco","Child Survival and Health",NA
"Morocco","Department of Defense Security Assistance",136874
"Morocco","Development Assistance",22821362
"Morocco","Economic Support Fund/Security Support Assistance",5537249
"Morocco","Global HIV/AIDS Initiative",NA
"Morocco","Millennium Challenge Corporation",5821105
"Morocco","Narcotics Control",3738143
"Morocco","Nonproliferation, Anti-Terrorism, Demining and Related",2748748
"Morocco","Other Active Grant Programs",4342607
"Morocco","Other Food Aid Programs",NA
"Morocco","Other State Assistance",1306300
"Morocco","Other USAID Assistance",4171225
"Morocco","Other USDA Assistance",39284
"Morocco","Peace Corps",5698100
"Morocco","Title I",NA
"Morocco","Title II",NA
"Mozambique","Child Survival and Health",NA
"Mozambique","Department of Defense Security Assistance",NA
"Mozambique","Development Assistance",42231870
"Mozambique","Economic Support Fund/Security Support Assistance",NA
"Mozambique","Food For Education",9513563
"Mozambique","Global HIV/AIDS Initiative",5473938
"Mozambique","Global Health and Child Survival",289826567
"Mozambique","Migration and Refugee Assistance",NA
"Mozambique","Millennium Challenge Corporation",9650523
"Mozambique","Narcotics Control",NA
"Mozambique","Nonproliferation, Anti-Terrorism, Demining and Related",2e+06
"Mozambique","Other Active Grant Programs",2329142
"Mozambique","Other Food Aid Programs",NA
"Mozambique","Other State Assistance",NA
"Mozambique","Other USAID Assistance",15518126
"Mozambique","Other USDA Assistance",39677
"Mozambique","Peace Corps",3452300
"Mozambique","Title I",NA
"Mozambique","Title II",23870900
"Namibia","Child Survival and Health",NA
"Namibia","Department of Defense Security Assistance",NA
"Namibia","Development Assistance",4124135
"Namibia","Economic Support Fund/Security Support Assistance",NA
"Namibia","Global HIV/AIDS Initiative",1010755
"Namibia","Global Health and Child Survival",90570219
"Namibia","Migration and Refugee Assistance",NA
"Namibia","Millennium Challenge Corporation",10969832
"Namibia","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Namibia","Other Active Grant Programs",2751112
"Namibia","Other Food Aid Programs",NA
"Namibia","Other State Assistance",156725
"Namibia","Other USAID Assistance",1689303
"Namibia","Other USDA Assistance",28421
"Namibia","Peace Corps",2851300
"Namibia","Title II",NA
"Nepal","Child Survival and Health",NA
"Nepal","Department of Defense Security Assistance",86400
"Nepal","Development Assistance",2625200
"Nepal","Economic Support Fund/Security Support Assistance",2.7e+07
"Nepal","Food For Education",NA
"Nepal","Global Health and Child Survival",22869000
"Nepal","Migration and Refugee Assistance",8573033
"Nepal","Narcotics Control",1371532
"Nepal","Nonproliferation, Anti-Terrorism, Demining and Related",80367
"Nepal","Other Active Grant Programs",4364043
"Nepal","Other Food Aid Programs",NA
"Nepal","Other State Assistance",486574
"Nepal","Other USAID Assistance",7313608
"Nepal","Other USDA Assistance",NA
"Nepal","Peace Corps",NA
"Nepal","Title I",NA
"Nepal","Title II",3620900
"Netherlands","Inactive Programs",NA
"Netherlands","Narcotics Control",NA
"Netherlands","Other Active Grant Programs",4621
"Netherlands","Other USAID Assistance",NA
"Netherlands","Title II",NA
"New Zealand","Inactive Programs",NA
"New Zealand","Other Active Grant Programs",9987
"New Zealand","Other USDA Assistance",1018
"Nicaragua","Child Survival and Health",8656
"Nicaragua","Department of Defense Security Assistance",238753
"Nicaragua","Development Assistance",26256820
"Nicaragua","Economic Support Fund/Security Support Assistance",1e+06
"Nicaragua","Food For Education",NA
"Nicaragua","Global HIV/AIDS Initiative",NA
"Nicaragua","Global Health and Child Survival",3800365
"Nicaragua","Inactive Programs",NA
"Nicaragua","Migration and Refugee Assistance",NA
"Nicaragua","Millennium Challenge Corporation",12491484
"Nicaragua","Narcotics Control",629082
"Nicaragua","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Nicaragua","Other Active Grant Programs",926459
"Nicaragua","Other Food Aid Programs",675147
"Nicaragua","Other State Assistance",2535833
"Nicaragua","Other USAID Assistance",4928731
"Nicaragua","Peace Corps",3331900
"Nicaragua","Title I",NA
"Nicaragua","Title II",NA
"Niger","Child Survival and Health",NA
"Niger","Department of Defense Security Assistance",50000
"Niger","Development Assistance",2672912
"Niger","Economic Support Fund/Security Support Assistance",NA
"Niger","Food For Education",8709671
"Niger","Global Health and Child Survival",NA
"Niger","Millennium Challenge Corporation",553695
"Niger","Narcotics Control",350000
"Niger","Nonproliferation, Anti-Terrorism, Demining and Related",73464
"Niger","Other Active Grant Programs",2208539
"Niger","Other Food Aid Programs",4577747
"Niger","Other State Assistance",429220
"Niger","Other USAID Assistance",41549172
"Niger","Peace Corps",3334100
"Niger","Title I",NA
"Niger","Title II",62872000
"Nigeria","Child Survival and Health",139357
"Nigeria","Department of Defense Security Assistance",NA
"Nigeria","Development Assistance",67780074
"Nigeria","Economic Support Fund/Security Support Assistance",NA
"Nigeria","Global HIV/AIDS Initiative",121828
"Nigeria","Global Health and Child Survival",357149261
"Nigeria","Inactive Programs",NA
"Nigeria","Migration and Refugee Assistance",NA
"Nigeria","Narcotics Control",1310352
"Nigeria","Nonproliferation, Anti-Terrorism, Demining and Related",1237332
"Nigeria","Other Active Grant Programs",14138071
"Nigeria","Other Food Aid Programs",NA
"Nigeria","Other State Assistance",1915488
"Nigeria","Other USAID Assistance",12168600
"Nigeria","Other USDA Assistance",172882
"Nigeria","Peace Corps",NA
"Nigeria","Title II",NA
"Norway","Inactive Programs",NA
"Norway","Other Active Grant Programs",NA
"Norway","Other USAID Assistance",NA
"Norway","Title II",NA
"Oceania (not specified)","Development Assistance",NA
"Oceania (not specified)","Economic Support Fund/Security Support Assistance",18042000
"Oceania (not specified)","Global Health and Child Survival",NA
"Oceania (not specified)","Inactive Programs",NA
"Oceania (not specified)","Other Active Grant Programs",105824404
"Oceania (not specified)","Other Food Aid Programs",NA
"Oceania (not specified)","Other USAID Assistance",750000
"Oceania (not specified)","Peace Corps",NA
"Oceania (not specified)","Title II",NA
"Oceania (not specified)","Voluntary Contributions to Multilateral Organizations, Total",NA
"Oman","Development Assistance",NA
"Oman","Economic Support Fund/Security Support Assistance",NA
"Oman","Nonproliferation, Anti-Terrorism, Demining and Related",791143
"Oman","Other Active Grant Programs",3352816
"Oman","Other State Assistance",NA
"Oman","Other USAID Assistance",NA
"Oman","Other USDA Assistance",2971
"Oman","Peace Corps",NA
"Pakistan","Child Survival and Health",NA
"Pakistan","Department of Defense Security Assistance",51967355
"Pakistan","Development Assistance",10857
"Pakistan","Economic Support Fund/Security Support Assistance",1065051663
"Pakistan","Food For Education",7259868
"Pakistan","Global Health and Child Survival",34332000
"Pakistan","Inactive Programs",NA
"Pakistan","Migration and Refugee Assistance",98322862
"Pakistan","Narcotics Control",204447396
"Pakistan","Nonproliferation, Anti-Terrorism, Demining and Related",26373389
"Pakistan","Other Active Grant Programs",8387406
"Pakistan","Other Food Aid Programs",NA
"Pakistan","Other State Assistance",4293341
"Pakistan","Other USAID Assistance",311638103
"Pakistan","Other USDA Assistance",20041949
"Pakistan","Peace Corps",NA
"Pakistan","Title I",8357081
"Pakistan","Title II",99069200
"Palau","Economic Support Fund/Security Support Assistance",NA
"Palau","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Palau","Other Active Grant Programs",15045000
"Panama","Child Survival and Health",NA
"Panama","Department of Defense Security Assistance",15000
"Panama","Development Assistance",9324371
"Panama","Economic Support Fund/Security Support Assistance",3450000
"Panama","Global HIV/AIDS Initiative",NA
"Panama","Inactive Programs",NA
"Panama","Migration and Refugee Assistance",NA
"Panama","Narcotics Control",8251729
"Panama","Nonproliferation, Anti-Terrorism, Demining and Related",542331
"Panama","Other Active Grant Programs",5513816
"Panama","Other Food Aid Programs",NA
"Panama","Other State Assistance",74790
"Panama","Other USAID Assistance",1795622
"Panama","Peace Corps",4912700
"Panama","Title I",NA
"Panama","Title II",NA
"Papua New Guinea","Child Survival and Health",NA
"Papua New Guinea","Department of Defense Security Assistance",NA
"Papua New Guinea","Economic Support Fund/Security Support Assistance",NA
"Papua New Guinea","Global HIV/AIDS Initiative",NA
"Papua New Guinea","Global Health and Child Survival",2459209
"Papua New Guinea","Narcotics Control",4e+05
"Papua New Guinea","Other Active Grant Programs",313429
"Papua New Guinea","Other State Assistance",17645
"Papua New Guinea","Other USAID Assistance",NA
"Papua New Guinea","Peace Corps",NA
"Papua New Guinea","Title II",NA
"Paraguay","Child Survival and Health",NA
"Paraguay","Development Assistance",13471618
"Paraguay","Economic Support Fund/Security Support Assistance",NA
"Paraguay","Global Health and Child Survival",2095599
"Paraguay","Inactive Programs",NA
"Paraguay","Millennium Challenge Corporation",8510809
"Paraguay","Narcotics Control",491029
"Paraguay","Nonproliferation, Anti-Terrorism, Demining and Related",294823
"Paraguay","Other Active Grant Programs",2245366
"Paraguay","Other State Assistance",992710
"Paraguay","Other USAID Assistance",3587506
"Paraguay","Other USDA Assistance",7500
"Paraguay","Peace Corps",4495000
"Paraguay","Title I",NA
"Paraguay","Title II",NA
"Peru","Child Survival and Health",NA
"Peru","Department of Defense Security Assistance",150000
"Peru","Development Assistance",70801502
"Peru","Economic Support Fund/Security Support Assistance",242000
"Peru","Food For Education",NA
"Peru","Global Health and Child Survival",13874616
"Peru","Inactive Programs",NA
"Peru","Migration and Refugee Assistance",NA
"Peru","Millennium Challenge Corporation",638497
"Peru","Narcotics Control",74347326
"Peru","Nonproliferation, Anti-Terrorism, Demining and Related",2149015
"Peru","Other Active Grant Programs",2522959
"Peru","Other Food Aid Programs",NA
"Peru","Other State Assistance",833401
"Peru","Other USAID Assistance",17695078
"Peru","Other USDA Assistance",28134
"Peru","Peace Corps",5200800
"Peru","Title I",NA
"Peru","Title II",124430
"Philippines","Child Survival and Health",NA
"Philippines","Development Assistance",40643546
"Philippines","Economic Support Fund/Security Support Assistance",30095156
"Philippines","Global Health and Child Survival",33321218
"Philippines","Inactive Programs",NA
"Philippines","Migration and Refugee Assistance",NA
"Philippines","Millennium Challenge Corporation",27941364
"Philippines","Narcotics Control",6453480
"Philippines","Nonproliferation, Anti-Terrorism, Demining and Related",7428169
"Philippines","Other Active Grant Programs",11687611
"Philippines","Other Food Aid Programs",NA
"Philippines","Other State Assistance",1419418
"Philippines","Other USAID Assistance",17413361
"Philippines","Other USDA Assistance",186730
"Philippines","Peace Corps",4382500
"Philippines","Title I",13844680
"Philippines","Title II",13454900
"Poland","Department of Defense Security Assistance",NA
"Poland","Economic Support Fund/Security Support Assistance",NA
"Poland","Inactive Programs",NA
"Poland","Migration and Refugee Assistance",NA
"Poland","Narcotics Control",NA
"Poland","Nonproliferation, Anti-Terrorism, Demining and Related",174499
"Poland","Other Active Grant Programs",165316291
"Poland","Other Food Aid Programs",NA
"Poland","Other State Assistance",NA
"Poland","Other USAID Assistance",50000
"Poland","Peace Corps",NA
"Poland","Title I",NA
"Poland","Title II",NA
"Portugal","Department of Defense Security Assistance",NA
"Portugal","Economic Support Fund/Security Support Assistance",NA
"Portugal","Other Active Grant Programs",3039456
"Portugal","Other USAID Assistance",NA
"Portugal","Other USDA Assistance",NA
"Portugal","Title I",NA
"Portugal","Title II",NA
"Qatar","Nonproliferation, Anti-Terrorism, Demining and Related",4e+05
"Qatar","Other Active Grant Programs",2084913
"Romania","Child Survival and Health",NA
"Romania","Department of Defense Security Assistance",NA
"Romania","Development Assistance",NA
"Romania","Economic Support Fund/Security Support Assistance",NA
"Romania","Narcotics Control",NA
"Romania","Nonproliferation, Anti-Terrorism, Demining and Related",2998
"Romania","Other Active Grant Programs",9459149
"Romania","Other Food Aid Programs",NA
"Romania","Other State Assistance",39185
"Romania","Other USAID Assistance",52385
"Romania","Other USDA Assistance",NA
"Romania","Peace Corps",2752000
"Romania","Title I",NA
"Romania","Title II",NA
"Russia","Child Survival and Health",NA
"Russia","Department of Defense Security Assistance",1020000
"Russia","Development Assistance",2125074
"Russia","Economic Support Fund/Security Support Assistance",1800000
"Russia","Global HIV/AIDS Initiative",459542
"Russia","Global Health and Child Survival",11675914
"Russia","Migration and Refugee Assistance",7497767
"Russia","Narcotics Control",5527400
"Russia","Nonproliferation, Anti-Terrorism, Demining and Related",1830215
"Russia","Other Active Grant Programs",269783379
"Russia","Other Food Aid Programs",NA
"Russia","Other State Assistance",27205219
"Russia","Other USAID Assistance",50037493
"Russia","Other USDA Assistance",126423
"Russia","Peace Corps",NA
"Russia","Title I",NA
"Russia","Title II",NA
"Rwanda","Child Survival and Health",NA
"Rwanda","Department of Defense Security Assistance",NA
"Rwanda","Development Assistance",45663000
"Rwanda","Economic Support Fund/Security Support Assistance",1885999
"Rwanda","Food For Education",NA
"Rwanda","Global HIV/AIDS Initiative",968136
"Rwanda","Global Health and Child Survival",151857901
"Rwanda","Migration and Refugee Assistance",4299554
"Rwanda","Millennium Challenge Corporation",1399698
"Rwanda","Nonproliferation, Anti-Terrorism, Demining and Related",5e+05
"Rwanda","Other Active Grant Programs",4699674
"Rwanda","Other Food Aid Programs",NA
"Rwanda","Other State Assistance",166593
"Rwanda","Other USAID Assistance",3500191
"Rwanda","Other USDA Assistance",21000
"Rwanda","Peace Corps",1856000
"Rwanda","Title II",4075100
"Samoa","Economic Support Fund/Security Support Assistance",30200
"Samoa","Other Active Grant Programs",NA
"Samoa","Other State Assistance",NA
"Samoa","Other USAID Assistance",1421010
"Samoa","Peace Corps",1105500
"Sao Tome & Principe","Department of Defense Security Assistance",NA
"Sao Tome & Principe","Development Assistance",45000
"Sao Tome & Principe","Economic Support Fund/Security Support Assistance",NA
"Sao Tome & Principe","Global Health and Child Survival",NA
"Sao Tome & Principe","Millennium Challenge Corporation",16757
"Sao Tome & Principe","Other Active Grant Programs",NA
"Sao Tome & Principe","Other State Assistance",NA
"Sao Tome & Principe","Other USAID Assistance",NA
"Sao Tome & Principe","Peace Corps",NA
"Sao Tome & Principe","Title II",NA
"Saudi Arabia","Economic Support Fund/Security Support Assistance",NA
"Saudi Arabia","Inactive Programs",NA
"Saudi Arabia","Migration and Refugee Assistance",NA
"Saudi Arabia","Narcotics Control",30853
"Saudi Arabia","Nonproliferation, Anti-Terrorism, Demining and Related",459215
"Saudi Arabia","Other Active Grant Programs",NA
"Saudi Arabia","Other State Assistance",NA
"Saudi Arabia","Other USAID Assistance",NA
"Senegal","Child Survival and Health",NA
"Senegal","Department of Defense Security Assistance",NA
"Senegal","Development Assistance",56676484
"Senegal","Economic Support Fund/Security Support Assistance",6e+05
"Senegal","Food For Education",318741
"Senegal","Global HIV/AIDS Initiative",NA
"Senegal","Global Health and Child Survival",47749943
"Senegal","Migration and Refugee Assistance",NA
"Senegal","Millennium Challenge Corporation",545256837
"Senegal","Narcotics Control",NA
"Senegal","Nonproliferation, Anti-Terrorism, Demining and Related",1846709
"Senegal","Other Active Grant Programs",6885289
"Senegal","Other Food Aid Programs",NA
"Senegal","Other State Assistance",NA
"Senegal","Other USAID Assistance",21885901
"Senegal","Other USDA Assistance",35000
"Senegal","Peace Corps",5035400
"Senegal","Title I",12105805
"Senegal","Title II",NA
"Serbia","Department of Defense Security Assistance",1e+05
"Serbia","Development Assistance",NA
"Serbia","Economic Support Fund/Security Support Assistance",NA
"Serbia","Migration and Refugee Assistance",1029875
"Serbia","Narcotics Control",4509074
"Serbia","Nonproliferation, Anti-Terrorism, Demining and Related",554283
"Serbia","Other Active Grant Programs",404762
"Serbia","Other State Assistance",863720
"Serbia","Other USAID Assistance",50590156
"Serbia","Title II",NA
"Serbia and Montenegro, Former","Department of Defense Security Assistance",NA
"Serbia and Montenegro, Former","Economic Support Fund/Security Support Assistance",NA
"Serbia and Montenegro, Former","Global HIV/AIDS Initiative",NA
"Serbia and Montenegro, Former","Inactive Programs",NA
"Serbia and Montenegro, Former","Migration and Refugee Assistance",NA
"Serbia and Montenegro, Former","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Serbia and Montenegro, Former","Other Active Grant Programs",NA
"Serbia and Montenegro, Former","Other Food Aid Programs",NA
"Serbia and Montenegro, Former","Other State Assistance",NA
"Serbia and Montenegro, Former","Other USAID Assistance",NA
"Serbia and Montenegro, Former","Title I",NA
"Serbia and Montenegro, Former","Title II",NA
"Seychelles","Development Assistance",33020
"Seychelles","Economic Support Fund/Security Support Assistance",NA
"Seychelles","Nonproliferation, Anti-Terrorism, Demining and Related",NA
"Seychelles","Other Active Grant Programs",NA
"Seychelles","Other USAID Assistance",NA
"Seychelles","Peace Corps",NA
"Seychelles","Title II",NA
"Sierra Leone","Child Survival and Health",NA
"Sierra Leone","Department of Defense Security Assistance",638161
"Sierra Leone","Development Assistance",590000
"Sierra Leone","Economic Support Fund/Security Support Assistance",17998707
"Sierra Leone","Food For Education",475531
"Sierra Leone","Global HIV/AIDS Initiative",2000
"Sierra Leone","Global Health and Child Survival",537108
"Sierra Leone","Migration and Refugee Assistance",4e+05
"Sierra Leone","Narcotics Control",754897
"Sierra Leone","Nonproliferation, Anti-Terrorism, Demining and Related",136000
"Sierra Leone","Other Active Grant Programs",843770
"Sierra Leone","Other Food Aid Programs",NA
"Sierra Leone","Other State Assistance",203906
"Sierra Leone","Other USAID Assistance",NA
"Sierra Leone","Peace Corps",2709300
"Sierra Leone","Title I",NA
"Sierra Leone","Title II",11404300
"Singapore","Narcotics Control",NA
"Singapore","Nonproliferation, Anti-Terrorism, Demining and Related",5e+05
"Singapore","Other Active Grant Programs",438968
"Singapore","Other State Assistance",30000
"Singapore","Title II",NA
"Slovakia","Economic Support Fund/Security Support Assistance",NA
